Concurso,Data Sorteio,1º Prêmio,2º Prêmio,3º Prêmio,4º Prêmio,5º Prêmio
03187,14/06/1997,50809,41253,32473,25494,05211
03188,21/06/1997,24905,33842,36060,39687,52473
03189,25/06/1997,47956,05093,26253,10173,24851
03190,28/06/1997,62746,62936,24517,60860,04698
03191,02/07/1997,07075,09053,63299,01144,14796
03192,05/07/1997,49130,19517,04567,53318,34334
03193,09/07/1997,19816,29233,34337,37716,21249
03194,12/07/1997,09740,52852,61089,43526,45861
03195,16/07/1997,50765,36433,16346,03488,44722
03196,19/07/1997,01478,63509,14654,33895,40003
03197,23/07/1997,57041,25731,29942,22099,33832
03198,26/07/1997,61803,64063,61400,26069,54323
03199,02/08/1997,28726,02307,09320,26473,40036
03200,06/08/1997,15106,52263,46920,16536,16285
03201,09/08/1997,01193,22267,53578,32896,31121
03202,13/08/1997,60635,03805,31111,40264,24927
03203,16/08/1997,37614,24235,43420,19546,26068
03204,20/08/1997,50891,14984,37130,14988,27489
03205,23/08/1997,22861,49580,57235,32928,28188
03206,27/08/1997,03250,27741,50024,16884,33373
03207,30/08/1997,62453,34267,19478,17597,59075
03208,03/09/1997,57852,36087,21790,16459,43284
03209,06/09/1997,23840,47019,55460,23268,30212
03210,13/09/1997,52035,56897,49835,31599,14364
03211,17/09/1997,37638,41477,59002,28151,08643
03212,20/09/1997,21322,05485,20569,39623,31857
03213,24/09/1997,35539,10778,26971,52890,31753
03214,27/09/1997,64620,36368,12733,50533,01877
03215,01/10/1997,32430,21860,40101,54754,45345
03216,04/10/1997,03746,40630,15177,63392,02124
03217,08/10/1997,53838,51334,46630,00595,53348
03218,11/10/1997,12820,54907,00513,51838,29498
03219,15/10/1997,26825,46826,22126,11577,62715
03220,18/10/1997,57941,36430,30410,35929,01884
03221,22/10/1997,40422,39878,02267,61085,54662
03222,25/10/1997,54812,47508,34729,12524,41601
03223,29/10/1997,23523,18938,53669,57181,63955
03224,01/11/1997,14670,33659,36968,50157,19886
03225,05/11/1997,54283,10829,00837,12290,32130
03226,08/11/1997,31612,28432,22701,26958,13329
03227,15/11/1997,53934,00816,47372,00076,56136
03228,19/11/1997,46970,25027,18657,40828,26701
03229,22/11/1997,15590,38308,10311,52542,03468
03230,26/11/1997,38986,43636,46055,39018,34473
03231,29/11/1997,50863,57299,23536,27018,39154
03232,03/12/1997,45859,37904,24194,60672,08032
03233,06/12/1997,13355,06774,44781,53021,37753
03234,10/12/1997,20526,56053,64597,23555,14665
03235,13/12/1997,15202,54830,24885,60780,52212
03236,20/12/1997,54947,23053,55393,21552,04493
03237,27/12/1997,27771,46358,17506,24967,10071
03238,03/01/1998,54153,62640,21192,30293,58171
03239,07/01/1998,40434,11656,00689,19905,58528
03240,10/01/1998,34316,09514,33016,28272,08393
03241,14/01/1998,01086,28885,21729,38157,36968
03242,17/01/1998,33433,40531,34665,53381,07016
03243,21/01/1998,35353,50325,39010,15627,09819
03244,24/01/1998,42323,52755,24690,59096,33205
03245,28/01/1998,63193,43460,03330,19333,04766
03246,31/01/1998,32114,22684,04181,16429,42388
03247,04/02/1998,13338,46478,06271,50127,12898
03248,07/02/1998,00369,68981,50086,43490,23189
03249,11/02/1998,11406,32259,32793,50137,42212
03250,14/02/1998,47703,11729,12587,60770,11539
03251,18/02/1998,31878,21324,10760,34655,54769
03252,21/02/1998,12759,07190,23626,38163,60038
03253,28/02/1998,56654,06077,01823,36128,46954
03254,04/03/1998,08496,52897,13291,69142,29798
03255,07/03/1998,38034,04781,26242,00470,56721
03256,11/03/1998,41104,62746,02522,38469,55537
03257,14/03/1998,59841,02132,06759,39198,16611
03258,18/03/1998,40396,30272,33580,11799,66343
03259,21/03/1998,33084,14325,61547,45919,02259
03260,25/03/1998,23555,34044,00033,36717,55961
03261,28/03/1998,36558,23224,25489,45283,49179
03262,01/04/1998,04186,56611,66837,69943,52301
03263,04/04/1998,34274,51962,00215,50383,03157
03264,11/04/1998,18535,60504,38718,37666,01642
03265,15/04/1998,28045,02503,61928,07860,13807
03266,18/04/1998,12647,30939,33042,03554,23030
03267,25/04/1998,26923,51124,52564,27207,11611
03268,02/05/1998,45911,00788,55580,28224,55872
03269,06/05/1998,39916,56640,12656,26064,41040
03270,09/05/1998,01732,54800,24977,36424,33725
03271,16/05/1998,34201,63590,14158,31425,00278
03272,20/05/1998,49154,64051,01958,34870,19342
03273,23/05/1998,27144,18676,64545,11070,49950
03274,27/05/1998,07013,54998,37112,60888,37012
03275,30/05/1998,44676,12364,02354,34771,47759
03276,03/06/1998,07540,35561,25933,19774,28489
03277,06/06/1998,25155,16611,34475,24867,00081
03278,13/06/1998,23226,53734,03194,62226,58490
03279,17/06/1998,13139,27385,30610,40745,28694
03280,20/06/1998,17506,61426,00750,33265,03915
03281,27/06/1998,43174,53283,15331,35586,11509
03282,01/07/1998,23508,09678,68323,10175,58389
03283,04/07/1998,56934,11605,01394,08606,14104
03284,08/07/1998,62411,13228,17696,40922,24633
03285,11/07/1998,05367,39489,09883,34842,01171
03286,15/07/1998,23162,48359,69680,65123,49717
03287,18/07/1998,61533,50428,35155,06794,50237
03288,22/07/1998,03188,14716,08944,62254,28263
03289,25/07/1998,43404,56836,49437,38352,51717
03290,01/08/1998,25429,39663,36836,69577,14713
03291,05/08/1998,07802,42192,43702,50018,26543
03292,08/08/1998,07238,24298,21776,39048,36247
03293,12/08/1998,23314,18765,11448,06015,55350
03294,15/08/1998,42219,56845,33705,23857,19287
03295,19/08/1998,05421,09257,21465,14358,30562
03296,22/08/1998,34451,02544,28133,05702,55056
03297,26/08/1998,61956,69399,18362,69571,31425
03298,29/08/1998,42441,03859,41145,23514,30291
03299,02/09/1998,05358,01480,19535,50156,06541
03300,05/09/1998,34411,48439,64079,06824,21683
03301,12/09/1998,26219,12115,18998,07690,03714
03302,16/09/1998,65544,40990,04249,68652,24194
03303,19/09/1998,16213,11470,23650,15755,62900
03304,23/09/1998,17928,19654,26943,52572,28735
03305,26/09/1998,04189,58216,42502,01748,33918
03306,30/09/1998,63554,60587,01733,66405,10298
03307,03/10/1998,49418,42466,35376,54097,29303
03308,07/10/1998,16752,14561,52316,65026,22183
03309,10/10/1998,44338,51374,49453,36096,13176
03310,17/10/1998,46390,24201,24079,37744,43251
03311,21/10/1998,63794,13337,15830,04267,49757
03312,24/10/1998,19496,20284,25566,35382,51448
03313,28/10/1998,37188,64414,35032,16264,12880
03314,31/10/1998,00228,04623,46334,28367,18644
03315,07/11/1998,50226,14000,58304,08014,15179
03316,11/11/1998,69921,25364,47773,22535,12375
03317,14/11/1998,36064,61827,33956,22657,07493
03318,18/11/1998,66052,49128,27592,33965,27853
03319,21/11/1998,57045,31335,12148,26054,35345
03320,25/11/1998,65723,03715,26074,39275,67249
03321,28/11/1998,02798,53051,50418,44432,30391
03322,02/12/1998,26924,40630,03807,26803,27545
03323,05/12/1998,21897,35661,02337,57609,11491
03324,09/12/1998,33578,28033,34683,41241,34187
03325,12/12/1998,44833,32977,44759,38110,08112
03326,16/12/1998,01203,45647,50146,56222,16386
03327,23/12/1998,53053,63366,21359,09355,31240
03328,30/12/1998,45667,46679,33060,32219,61876
03329,06/01/1999,20553,10897,02306,62114,46548
03330,09/01/1999,62371,31930,03253,11529,14836
03331,13/01/1999,14887,68134,64051,50024,66592
03332,16/01/1999,66568,16522,56837,69890,56650
03333,20/01/1999,19014,14994,52466,34368,53507
03334,23/01/1999,34995,23493,44008,14044,07787
03335,27/01/1999,33406,69653,10496,51042,05769
03336,30/01/1999,63114,46936,27320,09513,17057
03337,03/02/1999,40251,16273,45342,41808,52754
03338,06/02/1999,92301,57077,57796,77371,71891
03339,10/02/1999,07495,60856,35921,62284,47833
03340,13/02/1999,38606,14160,01236,47560,57857
03341,20/02/1999,21795,54441,52559,60433,49215
03342,24/02/1999,48012,68509,16334,11996,14819
03343,27/02/1999,05419,59390,17715,42029,13960
03344,03/03/1999,17035,46418,45833,34707,62715
03345,06/03/1999,27091,45636,02377,47048,24857
03346,10/03/1999,53713,49618,53516,46160,33047
03347,13/03/1999,02384,45381,33419,22805,74869
03348,17/03/1999,00926,00676,18359,38048,54494
03349,20/03/1999,34204,67766,41890,47421,44084
03350,24/03/1999,56876,69112,13382,16387,02994
03351,27/03/1999,23337,64074,17584,45655,43858
03352,31/03/1999,16708,54083,42118,59543,57375
03353,07/04/1999,06699,40937,09493,48268,61854
03354,10/04/1999,34945,15885,96317,92520,69031
03355,14/04/1999,68795,51320,01102,63810,56926
03356,17/04/1999,53395,48177,13626,48396,48971
03357,24/04/1999,02161,43438,17698,22520,50491
03358,28/04/1999,66095,31358,26731,48335,04041
03359,01/05/1999,69087,54709,68649,06747,07930
03360,05/05/1999,24575,33495,49822,28062,20641
03361,08/05/1999,28615,30084,66421,42499,53972
03362,12/05/1999,12517,65597,48447,37335,45752
03363,15/05/1999,44972,38387,45474,69846,60562
03364,19/05/1999,30382,20412,54759,52565,47790
03365,22/05/1999,29191,40079,35882,61064,17743
03366,26/05/1999,49314,41638,49886,37338,42525
03367,29/05/1999,61262,08466,62053,18400,67931
03368,05/06/1999,18588,56821,05207,43520,22434
03369,09/06/1999,67325,45127,42145,25832,03269
03370,12/06/1999,11778,54123,28079,42727,39439
03371,16/06/1999,53770,00958,33205,04036,47548
03372,19/06/1999,22641,35864,28453,00389,53510
03373,26/06/1999,20354,56994,13612,31779,55561
03374,30/06/1999,08986,53852,10617,48327,08574
03375,03/07/1999,16097,35650,68837,65574,48141
03376,07/07/1999,21033,28272,56326,39113,08907
03377,10/07/1999,40684,25574,42907,14155,52268
03378,14/07/1999,47155,21613,64054,44121,23126
03379,17/07/1999,41062,24739,19209,41978,48030
03380,21/07/1999,31308,36814,36336,48418,34796
03381,24/07/1999,26151,27147,17340,38083,21956
03382,28/07/1999,36854,45167,63979,54244,30999
03383,31/07/1999,60411,09618,25292,33754,23213
03384,04/08/1999,29972,49449,52890,58665,44027
03385,07/08/1999,10255,18920,42124,25309,39288
03386,11/08/1999,15448,45873,07469,05570,69037
03387,14/08/1999,68667,03019,09765,33537,19095
03388,18/08/1999,67867,03793,42497,04438,67271
03389,21/08/1999,10127,09476,59476,05904,61737
03390,25/08/1999,43188,31273,43795,03795,58795
03391,28/08/1999,34764,30289,33544,61644,17931
03392,01/09/1999,63872,24605,07288,11558,40299
03393,04/09/1999,36932,46302,12967,30478,58196
03394,11/09/1999,45105,22650,26356,63251,47309
03395,15/09/1999,33886,26065,48270,55667,64016
03396,18/09/1999,38917,27679,60208,29769,23429
03397,22/09/1999,34551,68072,47872,29856,16724
03398,25/09/1999,38185,00587,05833,43523,29447
03399,29/09/1999,64369,64796,44498,50494,58025
03400,02/10/1999,40951,19334,06814,42570,53496
03401,06/10/1999,16494,30262,33671,42745,02103
03402,09/10/1999,06755,36881,74463,15286,06831
03403,16/10/1999,17124,73667,67913,40559,34916
03404,20/10/1999,30209,16164,13819,54500,67369
03405,23/10/1999,13750,00130,70731,52434,64906
03406,27/10/1999,33793,25203,42885,36893,65057
03407,30/10/1999,64505,19864,47687,24971,37465
03408,06/11/1999,59298,69931,07003,03650,10139
03409,10/11/1999,56693,11535,02508,30367,03985
03410,13/11/1999,08680,51311,43228,15213,73595
03411,20/11/1999,28480,71842,70521,33251,49587
03412,24/11/1999,47913,59177,45250,11351,29928
03413,27/11/1999,52574,71195,04055,04864,38912
03414,01/12/1999,34568,34615,25957,38324,55659
03415,04/12/1999,12039,47988,72552,41529,15185
03416,08/12/1999,37928,68893,19627,50478,49503
03417,11/12/1999,71691,19502,32653,68630,57264
03418,15/12/1999,31877,17831,21862,63265,12535
03419,22/12/1999,61413,50716,45943,31324,05835
03420,29/12/1999,02300,25666,15316,73299,02331
03421,05/01/2000,44721,21123,42583,43684,37277
03422,08/01/2000,63745,59184,29576,21245,12535
03423,12/01/2000,15022,62626,64242,20565,53076
03424,15/01/2000,36936,65589,38056,13441,33400
03425,19/01/2000,07257,37664,64394,38209,68110
03426,22/01/2000,43943,12510,17813,71741,51422
03427,26/01/2000,07970,01141,65953,66945,46775
03428,29/01/2000,63478,53009,52411,74812,12868
03429,02/02/2000,53847,04613,32279,28195,01993
03430,05/02/2000,40435,40925,44993,30230,34639
03431,09/02/2000,45430,35960,67966,21107,65379
03432,12/02/2000,02808,34313,21701,01023,74423
03433,16/02/2000,24769,39243,17692,15670,08690
03434,19/02/2000,59495,57866,54258,42774,52844
03435,23/02/2000,34935,12381,30216,01191,69475
03436,26/02/2000,24384,59749,30971,28153,03173
03437,01/03/2000,10829,27964,32165,46251,20732
03438,04/03/2000,32526,46387,73630,74345,31161
03439,11/03/2000,33388,44161,59533,71211,13322
03440,15/03/2000,60313,31711,29258,20604,40648
03441,18/03/2000,63781,13367,15730,25185,72690
03442,22/03/2000,03361,07050,51333,55543,26924
03443,25/03/2000,36787,56254,04876,62065,58999
03444,29/03/2000,12901,07313,64661,07775,56914
03445,01/04/2000,22471,36752,41483,19731,04397
03446,05/04/2000,40717,57735,45103,25217,41195
03447,08/04/2000,00665,19100,20435,63219,19469
03448,12/04/2000,54176,01733,39731,36469,43459
03449,15/04/2000,19572,69272,00071,33198,00327
03450,19/04/2000,22572,08967,49642,39522,47150
03451,26/04/2000,40103,64612,07564,51472,50982
03452,29/04/2000,51139,30592,51852,13340,32784
03453,06/05/2000,63351,27470,62969,36918,57942
03454,10/05/2000,39268,18759,54744,13390,62283
03455,13/05/2000,47139,04819,26845,68809,11157
03456,17/05/2000,13137,23832,11945,26748,02581
03457,20/05/2000,56730,43411,00847,59436,29491
03458,24/05/2000,42219,28033,54313,38255,45761
03459,27/05/2000,13966,43087,71836,25318,21453
03460,31/05/2000,13085,55976,43504,35410,46793
03461,03/06/2000,19272,32385,43762,70084,56083
03462,07/06/2000,68776,17693,35537,57104,52601
03463,10/06/2000,23052,62789,71923,21494,43837
03464,17/06/2000,72905,26430,66516,69268,30665
03465,21/06/2000,01806,66964,33424,52421,30573
03466,28/06/2000,16581,37964,25551,25352,53045
03467,01/07/2000,15753,05663,52017,02803,27305
03468,05/07/2000,29036,43499,54691,68328,52781
03469,08/07/2000,22346,20426,38403,29290,05399
03470,12/07/2000,53430,60433,35218,53459,16423
03471,15/07/2000,68697,48815,39578,47695,34634
03472,19/07/2000,68173,32550,24810,15183,69491
03473,22/07/2000,10570,22824,06982,15749,19632
03474,26/07/2000,51393,00778,24323,13184,23245
03475,29/07/2000,04089,48865,32396,11659,61231
03476,02/08/2000,39970,56587,50356,58156,62623
03477,05/08/2000,39991,56170,01550,44539,33385
03478,09/08/2000,62162,45324,11966,55939,19756
03479,12/08/2000,33334,38331,64793,25110,56336
03480,16/08/2000,60401,27459,05628,32330,27002
03481,19/08/2000,12475,38316,23282,08300,23094
03482,23/08/2000,11378,24876,08977,29528,02290
03483,26/08/2000,68782,51939,34849,69190,65761
03484,30/08/2000,50062,39120,00338,09495,59131
03485,02/09/2000,58968,65428,41882,32671,28192
03486,09/09/2000,11044,31058,20213,56146,06320
03487,13/09/2000,24938,44827,23528,31446,69238
03488,16/09/2000,50381,27311,17230,02280,33329
03489,20/09/2000,04376,52718,38515,25452,44475
03490,23/09/2000,43131,44727,34177,55033,41467
03491,27/09/2000,14479,50548,41164,51495,60448
03492,30/09/2000,52863,06254,52138,05877,48061
03493,04/10/2000,20850,28174,45118,13255,49956
03494,07/10/2000,38043,19239,30491,41535,14756
03495,14/10/2000,29053,08063,38484,25728,53206
03496,18/10/2000,38828,46593,25183,13514,23781
03497,21/10/2000,34377,54314,38180,11979,11623
03498,25/10/2000,39069,50603,50184,67997,04637
03499,28/10/2000,14786,62779,31502,31469,74054
03500,04/11/2000,25943,43718,20104,15207,27014
03501,08/11/2000,39644,00334,27122,63663,35122
03502,11/11/2000,48745,58953,51015,69323,31291
03503,18/11/2000,40130,02509,12094,12892,32416
03504,22/11/2000,67790,68444,19222,27874,34201
03505,25/11/2000,11644,15036,10863,64120,62984
03506,29/11/2000,62444,15545,58440,11777,23015
03507,02/12/2000,48541,45638,49942,41375,47029
03508,06/12/2000,63933,28017,60700,63397,59356
03509,09/12/2000,48719,52440,47915,19135,13016
03510,13/12/2000,41868,47803,61052,64233,58999
03511,16/12/2000,13674,55456,39890,12622,08819
03512,23/12/2000,28992,13194,60051,35415,51546
03513,30/12/2000,45748,28626,32165,40581,04393
03514,06/01/2001,33337,00467,34152,62496,18624
03515,10/01/2001,44780,24395,53334,39902,65321
03516,13/01/2001,23946,03130,42349,11298,67691
03517,17/01/2001,66397,52489,16172,03474,69115
03518,20/01/2001,23334,44498,35722,21692,11963
03519,24/01/2001,05830,50268,27873,51022,14614
03520,27/01/2001,13656,64074,18530,26683,48489
03522,03/02/2001,32926,62276,10213,65326,44163
03523,07/02/2001,47337,06709,25371,25273,42209
03524,10/02/2001,56336,23934,04044,49384,46357
03525,14/02/2001,14616,42950,50811,65425,46696
03526,17/02/2001,38572,59048,15128,21152,06759
03527,21/02/2001,57301,16284,29095,20220,40716
03528,24/02/2001,31842,09755,27570,41514,02081
03529,03/03/2001,01859,63266,49875,08205,64972
03530,07/03/2001,41256,36267,22773,58896,48922
03531,10/03/2001,36849,49589,36058,25065,61581
03532,14/03/2001,65390,03896,50748,27947,08408
03533,17/03/2001,57778,34549,36002,53810,21669
03534,21/03/2001,17219,53438,34290,10544,31128
03535,24/03/2001,49042,64503,05106,27492,07762
03536,28/03/2001,00699,68792,41929,15682,31497
03537,31/03/2001,46437,19358,05365,37169,19573
03538,04/04/2001,06619,55239,15311,39044,00561
03539,07/04/2001,49738,15302,07755,28114,18789
03540,11/04/2001,67586,45563,40229,35432,55667
03541,21/04/2001,14544,30599,52286,41339,61022
03542,25/04/2001,61408,60099,13178,17931,59562
03543,28/04/2001,57786,19613,02761,07596,64278
03544,05/05/2001,12398,29616,56520,58199,36582
03545,09/05/2001,39230,59507,57044,20658,39212
03546,12/05/2001,53870,17136,60252,01291,19968
03547,16/05/2001,47924,24494,42194,49647,19109
03548,19/05/2001,24166,62488,38390,68314,18370
03549,23/05/2001,40593,04083,33965,22077,11162
03550,26/05/2001,10672,46645,52438,03549,54850
03551,30/05/2001,42343,22838,19138,49922,38256
03552,02/06/2001,06220,04414,32212,44912,32011
03553,06/06/2001,02168,52802,56325,62742,48831
03554,09/06/2001,34623,29896,33662,41363,35892
03555,16/06/2001,67994,67071,61333,20578,44540
03556,23/06/2001,22942,51060,11036,59065,50648
03557,27/06/2001,48600,46051,07874,68994,01595
03558,30/06/2001,49475,01802,40135,73568,41362
03559,04/07/2001,60559,10757,35725,22221,31109
03560,07/07/2001,49018,40863,59653,29851,70815
03561,11/07/2001,20818,69680,28257,44060,66583
03562,14/07/2001,38826,19887,56629,22388,31305
03563,18/07/2001,38351,36761,42941,32280,21625
03564,21/07/2001,41065,20349,61637,28332,62611
03565,25/07/2001,66715,59753,59280,52727,09010
03566,28/07/2001,67428,38426,30495,15524,28511
03567,01/08/2001,15224,04170,23882,55284,21070
03568,04/08/2001,06354,74682,30663,65069,10921
03569,08/08/2001,65143,26865,13696,10023,35048
03570,11/08/2001,29458,67710,71866,02028,31766
03571,15/08/2001,35740,63916,50169,43218,30574
03572,18/08/2001,46181,20347,72264,23999,33778
03573,22/08/2001,05856,41468,67095,13530,31244
03574,25/08/2001,55137,49019,50017,65352,38551
03575,29/08/2001,20774,01488,38057,59271,49355
03576,01/09/2001,57635,56336,50432,58444,63026
03577,08/09/2001,39337,53129,21471,02282,07118
03578,12/09/2001,16666,14879,35590,31400,54390
03579,15/09/2001,55198,56866,35586,33385,53443
03580,19/09/2001,68687,64293,39186,31641,29146
03581,22/09/2001,16645,31898,64690,57194,25167
03582,26/09/2001,09666,26249,50991,27315,48121
03583,29/09/2001,31144,02985,72421,24404,69145
03584,03/10/2001,44665,37308,59147,32652,23305
03585,06/10/2001,28854,69619,66013,22977,37404
03586,13/10/2001,70413,71142,69204,23872,34618
03587,17/10/2001,04173,26605,27365,58506,13623
03588,20/10/2001,10469,29711,10653,42105,11455
